track_uri,track_name,artist_uri_1,artist_uri_2,artist_uri_3,artist_uri_4,artist_uri_5,artist_uri_6,artist_uri_7,artist_name_1,artist_name_2,artist_name_3,artist_name_4,artist_name_5,artist_name_6,artist_name_7,album_uri,album_name,album_artist_uri_1,album_artist_uri_2,album_artist_uri_3,album_artist_name_1,album_artist_name_2,album_artist_name_3,album_release_date,album_image_url,track_number,duration,track_preview_url,explicit,popularity
spotify:track:0oPOuDmmkVp3h6puekhs6P,Use This Gospel,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:2J257euzcjnDLipsyJH3F2, spotify:artist:6I3M904Y9IwgDjrQ9pANiB,,,,,Kanye West, Clipse, Kenny G,,,,,spotify:album:0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2019-10-25,https://i.scdn.co/image/ab67616d0000b2731bb797bbfe2480650b6c2964,10,03:34,https://p.scdn.co/mp3-preview/b16e5b736a895f6cbcfe2c1ac9a4870d8e61ba4e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61
spotify:track:7sBgFMWqDWQgrsNSpIBoe8,Jesus Is Lord,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2019-10-25,https://i.scdn.co/image/ab67616d0000b2731bb797bbfe2480650b6c2964,11,00:49,https://p.scdn.co/mp3-preview/8376d9cc090c8fd94012af0a2c6dc27d534b4a98?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55
spotify:track:7mEUjhl6aTztdHCrxoTgBG,Wash Us In The Blood,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,,,,,,Kanye West, Travis Scott,,,,,,spotify:album:7jQPy8GhgSuT5A54pb5sHx,Wash Us In The Blood,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,,Kanye West, Travis Scott,,2020-06-30,https://i.scdn.co/image/ab67616d0000b2732b2de7835bc93f1e368cee6d,1,03:10,https://p.scdn.co/mp3-preview/220334565264024eacbf33675118d2c317a93eef?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57
spotify:track:3xQTo7wPYHZtFbHAoygz2c,Donda Chant,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,1,00:53,https://p.scdn.co/mp3-preview/29a212288f167971214910cb50528d850004cdda?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44
spotify:track:0TAUAUIEtq06TdQDVlUSxW,Hurricane,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,2,04:03,https://p.scdn.co/mp3-preview/36d777b4bcdfaa5b5cad494a88b93ba0e8bccccb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57
spotify:track:0tffNoL4418lhzZmJJFNB7,Moon,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,3,02:37,https://p.scdn.co/mp3-preview/8ff5fd012460cbb8220ec852d55140bf8f8cf6c0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56
spotify:track:2yBb1CRq98SSWRuDSn36SZ,Life Of The Party (with André 3000),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:74V3dE1a51skRkdII8y2C6,,,,,,Kanye West, André 3000,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,4,06:32,https://p.scdn.co/mp3-preview/a9756126ef21e2b86625eeedcdef531340580245?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61
spotify:track:0YYMXRKWFKESvU7XVK5JlE,Off The Grid,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,5,05:39,https://p.scdn.co/mp3-preview/fe6cb690ea37a9b38f5cb38edb93266055cac4e1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55
spotify:track:0pZjPa9tKXRF3j4Y9IqhTJ,Jail,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,6,04:57,https://p.scdn.co/mp3-preview/2042dd429a7ed76c65d7bad9ba94ea98eb729b4f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52
spotify:track:32ZGcotUVtU3Zfz9lmM8Mi,Praise God,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,7,03:47,https://p.scdn.co/mp3-preview/27bba02b0223ecf5753c1c5bb62155832bc32e1c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56
spotify:track:14VMRC6EbRfeub5SkIXiad,Come to Life,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,8,05:10,https://p.scdn.co/mp3-preview/2052ac1b450a2367c03f675da6defdd36093b46a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52
spotify:track:3F2XxZ8aFAHxYhTeTsIiNZ,Believe What I Say,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,9,04:02,https://p.scdn.co/mp3-preview/5ff984152101452c2d9a8e674acdcbc38e04c9b8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52
spotify:track:6ynrKyFuLEVeSk6QiJsYhB,No Child Left Behind,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,10,02:59,https://p.scdn.co/mp3-preview/064a317bf545565f964bcb75f3aa250ac40d4a03?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51
spotify:track:6MTtOV150uwitRZz4anI2h,Up From The Ashes,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,11,02:42,https://p.scdn.co/mp3-preview/09739defbf75cc1fd7c9acfad1c356987b897982?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50
spotify:track:5TRekQsv96kQezYd8TkilW,Remote Control pt 2,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,12,05:23,https://p.scdn.co/mp3-preview/e5964fe706fc81a06d077adcc98b9f5db2280df6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51
spotify:track:1nGNm9hTNOcM1rA4SVS4zj,God Breathed,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,13,05:33,https://p.scdn.co/mp3-preview/77df096535e07740658126e173e750c0b498d031?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45
spotify:track:2pLgJ5ygFlbIABtKrDpqaA,Lord I Need You,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,14,02:42,https://p.scdn.co/mp3-preview/d66bb30af9248b4ff97991ea06387293b691a499?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48
spotify:track:37Tw2Q4aDxHafSy0Nej9va,24,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,15,03:18,https://p.scdn.co/mp3-preview/ee631ad22a2a4f7600306dbb6fe935c102557b47?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,49
spotify:track:6yapX2xaCTlMixwkk5S8P7,Junya,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,16,02:28,https://p.scdn.co/mp3-preview/9241ccb337f9f1bb280fd55e9c92c7a3b105b882?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46
spotify:track:2dz1JB89afkeSv509J5Po7,Never Abandon Your Family,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,17,03:27,https://p.scdn.co/mp3-preview/6b02f991843f42dcef23165425a6a58eae5333f2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47
spotify:track:3xaoZLMCII9FjSqM3YNKTG,Donda,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,18,02:08,https://p.scdn.co/mp3-preview/39a6d0e29a7382863edc6f49428c850e3a3897ff?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,43
spotify:track:5zO3iS6KgrXA20ZXc9zMdI,Keep My Spirit Alive,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,19,03:41,https://p.scdn.co/mp3-preview/857c9e982070955af8d146d1ba7b1d265a50d4fe?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46
spotify:track:3UlYBTkShcEsMYSXtC5Vu1,Jesus Lord pt 2,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,20,12:06,https://p.scdn.co/mp3-preview/65f6b3170420ba9385d2c28d656b1ab784f608f8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45
spotify:track:1RBDuitibQKdeZOgiebP8X,Heaven and Hell,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,21,02:25,https://p.scdn.co/mp3-preview/c1e957e641c3d974482c9a014ba666dce86dbe71?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48
spotify:track:5dLAbJZQpnyClhMI84oyOU,Remote Control,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,22,03:19,https://p.scdn.co/mp3-preview/6aeafbc31e584dceddebd828b428b2bc4cdb3da1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45
spotify:track:2czzDTZuEHmz1y6kQR7rnn,Tell The Vision,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,23,01:44,https://p.scdn.co/mp3-preview/3b947b764dd5da6fd4dcac1bc78adad60bf3ca89?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,41
spotify:track:1JMp4KfBdxYRh7mFKA6Cbo,Jonah,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,24,03:15,https://p.scdn.co/mp3-preview/34e41735a38f08c3032c1ea0fc4ca4df44afa1ef?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45
spotify:track:3KXh1h4Yy3YEtB8Hhyfk6k,Pure Souls,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,25,05:59,https://p.scdn.co/mp3-preview/ecdcf3f2deeacb783747c55ec5e3a918cb8d254e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48
spotify:track:4nqw8c0IQJu5rEo2529ymO,Ok Ok,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,26,03:25,https://p.scdn.co/mp3-preview/9d4344202760b611d8a9ecdb2bd6332d4bd953e5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44
spotify:track:2ZV2BPm2SmqCZEGCfjQdpX,New Again,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,27,03:03,https://p.scdn.co/mp3-preview/c316d756cd35b21470fbc9fa4b186334ecf3a255?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46
spotify:track:7ArMa3vL5il1ngyxkEFQh0,Jesus Lord,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,28,09:34,https://p.scdn.co/mp3-preview/d8c44a0392258414c40659973f5084a211fda7dd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44
spotify:track:76JygoN64nFFsgOEAPVlzO,Ok Ok pt 2,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,29,02:34,https://p.scdn.co/mp3-preview/8bb33fddac5251c67d638bb99a401bbd84c86445?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,42
spotify:track:1jxtPdcRycy87IAnkq2HT3,Junya pt 2,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,30,03:03,https://p.scdn.co/mp3-preview/121c484e3e6e60e6495f235db4633a68857218f5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,42
spotify:track:4Q8KEe2G03s3URJ0PtYBOU,Jail pt 2,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,31,04:57,https://p.scdn.co/mp3-preview/5348eef4ddd926a2b3951a5aea68dd974cf18a52?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44
spotify:track:2CxKBeqB9MPl8aT12ukLjF,Keep My Spirit Alive pt 2,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,Kanye West,,,,,,,spotify:album:2Wiyo7LzdeBCsVZiRA6vVZ,Donda (Deluxe),spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,Kanye West,,,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,32,03:41,https://p.scdn.co/mp3-preview/e49b86c193555950b4c168c6abae8a308ce9afc6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,49
spotify:track:6Ab81Bs9fcOwaTYuBsUUpI,Eazy,spotify:artist:0NbfKEOTQCcwd6o7wSDOHI, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,The Game, Kanye West,,,,,,spotify:album:26LYxs49CqC9WUZWiEK3jT,Eazy,spotify:artist:0NbfKEOTQCcwd6o7wSDOHI, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,The Game, Kanye West,,2022-01-15,https://i.scdn.co/image/ab67616d0000b2739e6f57b6b43d748ce80c5122,1,03:54,https://p.scdn.co/mp3-preview/91516e877c6adf29f9cc4b18b21886b7c873ba71?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,65
spotify:track:4huBDGP4I3S0pYI0EaRN1c,City of Gods,spotify:artist:14CHVeJGrR5xgUGQFV5BVM, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:3DiDSECUqqY1AuBP8qtaIa,,,,,Fivio Foreign, Kanye West, Alicia Keys,,,,,spotify:album:0Nzff60OICCUBrtr980elH,City of Gods,spotify:artist:14CHVeJGrR5xgUGQFV5BVM, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Fivio Foreign, Kanye West, Alicia Keys,2022-02-11,https://i.scdn.co/image/ab67616d0000b2739cd828e243b08cb70b15d047,1,04:16,https://p.scdn.co/mp3-preview/b32c731075ca1e32b0dfc9b302ad75acdcba277d?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,69
spotify:track:06JvOZ39sK8D8SqiqfaxDU,True Love,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:15UsOTVnJzReFVN1VCnxy4,,,,,,Kanye West, XXXTENTACION,,,,,,spotify:album:1YA0gAfV91LkDq1DODSCbc,True Love,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:15UsOTVnJzReFVN1VCnxy4,,Kanye West, XXXTENTACION,,2022-05-27,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3,1,02:29,https://p.scdn.co/mp3-preview/ca60342b10bd4ded97775469410420afec8d4851?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80
